Time,RawSurprise,SurpriseAbs,SurprisePct,PairSide,AlignedSurprise,EventDirection,Impact,Importance,TimeOfDayMinutes,DayOfWeek,Open,High,Low,Close,Volume,Hour,RSI,ATR,MACD_Main,MACD_Signal,Bands_Upper,Bands_Lower,Stoch_Main,Stoch_Signal,ADX_Main,ADX_PlusDI,ADX_MinusDI,RSI_H4,MA_H4,RSI_M15,ATR_M15,Fam_growth,Fam_inflation,Fam_labor,Fam_monetary,Fam_other,Fam_sentiment,Fam_spending,Fam_trade,CC_EU
2018-01-09 13:00:00,-0.10000000000000142,0.10000000000000142,-0.010204081632653206,1.0,1.0,1.0,1.0,2.0,780,2.0,134.569,134.573,134.357,134.395,6062.0,13.0,23.65,0.202,-0.293,-0.271,135.675,134.365,12.06,24.21,28.65,11.47,34.37,30.21,135.638,28.83,0.105,0,0,1,0,0,0,0,0,1
2018-01-11 13:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,780,4.0,133.362,133.46,133.296,133.311,6249.0,13.0,39.42,0.175,-0.106,-0.129,133.632,133.063,24.49,27.0,22.67,13.2,13.04,47.34,134.586,49.0,0.102,1,0,0,0,0,0,0,0,1
2018-01-11 13:00:00,0.10000000000000009,0.10000000000000009,0.02439024390243905,1.0,1.0,1.0,1.0,1.0,780,4.0,133.362,133.46,133.296,133.311,6249.0,13.0,39.42,0.175,-0.106,-0.129,133.632,133.063,24.49,27.0,22.67,13.2,13.04,47.34,134.586,49.0,0.102,1,0,0,0,0,0,0,0,1
2018-01-15 13:00:00,-1.8999999999999986,1.8999999999999986,-0.06506849315068489,1.0,-1.0,-1.0,2.0,2.0,780,1.0,135.796,135.841,135.611,135.642,8367.0,13.0,65.83,0.243,0.25,0.231,135.759,134.825,72.27,76.51,39.96,28.06,9.26,62.34,134.3,63.12,0.142,0,0,0,0,0,0,0,1,1
2018-01-15 13:00:00,0.1999999999999993,0.1999999999999993,0.008583690987124432,1.0,1.0,1.0,1.0,2.0,780,1.0,135.796,135.841,135.611,135.642,8367.0,13.0,65.83,0.243,0.25,0.231,135.759,134.825,72.27,76.51,39.96,28.06,9.26,62.34,134.3,63.12,0.142,0,0,0,0,0,0,0,1,1
2018-01-17 13:00:00,-0.09999999999999998,0.09999999999999998,-0.062499999999999986,1.0,-1.0,-1.0,2.0,1.0,780,3.0,135.382,135.431,135.171,135.188,7141.0,13.0,39.23,0.241,-0.033,0.02,135.857,135.184,26.95,32.4,18.18,13.21,23.95,52.02,135.203,42.8,0.124,1,0,0,0,0,0,0,0,1
2018-01-17 13:00:00,-0.09999999999999964,0.09999999999999964,-0.02631578947368412,1.0,-1.0,-1.0,2.0,1.0,780,3.0,135.382,135.431,135.171,135.188,7141.0,13.0,39.23,0.241,-0.033,0.02,135.857,135.184,26.95,32.4,18.18,13.21,23.95,52.02,135.203,42.8,0.124,1,0,0,0,0,0,0,0,1
2018-01-17 13:00:00,0.3,0.3,0.25,1.0,1.0,1.0,1.0,1.0,780,3.0,135.382,135.431,135.171,135.188,7141.0,13.0,39.23,0.241,-0.033,0.02,135.857,135.184,26.95,32.4,18.18,13.21,23.95,52.02,135.203,42.8,0.124,0,1,0,0,0,0,0,0,1
2018-01-17 13:00:00,0.5,0.5,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,780,3.0,135.382,135.431,135.171,135.188,7141.0,13.0,39.23,0.241,-0.033,0.02,135.857,135.184,26.95,32.4,18.18,13.21,23.95,52.02,135.203,42.8,0.124,0,1,0,0,0,0,0,0,1
2018-01-17 13:00:00,-0.3999999999999999,0.3999999999999999,-0.1481481481481481,1.0,-1.0,-1.0,2.0,1.0,780,3.0,135.382,135.431,135.171,135.188,7141.0,13.0,39.23,0.241,-0.033,0.02,135.857,135.184,26.95,32.4,18.18,13.21,23.95,52.02,135.203,42.8,0.124,0,1,0,0,0,0,0,0,1
2018-01-23 13:00:00,1.8000000000000007,1.8000000000000007,0.05806451612903228,1.0,1.0,1.0,1.0,2.0,780,2.0,135.498,135.507,135.199,135.201,9025.0,13.0,32.42,0.246,-0.073,0.034,136.378,135.357,10.68,18.29,19.93,14.08,22.54,43.67,135.716,34.72,0.146,0,0,0,0,0,1,0,0,1
2018-01-23 18:00:00,0.6000000000000001,0.6000000000000001,0.3529411764705883,1.0,1.0,1.0,1.0,1.0,1080,2.0,135.635,135.716,135.458,135.595,8902.0,18.0,47.75,0.276,-0.085,-0.063,136.307,135.161,79.38,59.82,19.98,19.85,11.85,49.34,135.711,58.23,0.104,0,0,0,0,0,1,0,0,1
2018-01-24 12:00:00,0.30000000000000426,0.30000000000000426,0.005059021922428402,1.0,1.0,1.0,1.0,2.0,720,3.0,135.292,135.322,135.086,135.107,8591.0,12.0,31.69,0.161,-0.103,-0.075,135.758,135.207,13.92,25.51,35.14,5.07,23.19,46.83,135.639,40.1,0.129,1,0,0,0,0,0,0,0,1
2018-01-24 12:00:00,1.3000000000000043,1.3000000000000043,0.022687609075043705,1.0,1.0,1.0,1.0,2.0,720,3.0,135.292,135.322,135.086,135.107,8591.0,12.0,31.69,0.161,-0.103,-0.075,135.758,135.207,13.92,25.51,35.14,5.07,23.19,46.83,135.639,40.1,0.129,1,0,0,0,0,0,0,0,1
2018-01-24 12:00:00,-1.1000000000000014,1.1000000000000014,-0.017828200972447347,1.0,-1.0,-1.0,2.0,2.0,720,3.0,135.292,135.322,135.086,135.107,8591.0,12.0,31.69,0.161,-0.103,-0.075,135.758,135.207,13.92,25.51,35.14,5.07,23.19,46.83,135.639,40.1,0.129,1,0,0,0,0,0,0,0,1
2018-01-30 13:00:00,0.20000000000000018,0.20000000000000018,0.0571428571428572,1.0,1.0,1.0,1.0,2.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,1,0,0,0,0,0,0,0,1
2018-01-30 13:00:00,-1.4000000000000021,1.4000000000000021,-0.07329842931937183,1.0,-1.0,-1.0,2.0,1.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,0,0,0,0,0,1,0,0,1
2018-01-30 13:00:00,-2.3999999999999915,2.3999999999999915,-0.020321761219305602,1.0,-1.0,-1.0,2.0,2.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,0,0,0,0,0,1,0,0,1
2018-01-30 13:00:00,0.3000000000000007,0.3000000000000007,0.03157894736842113,1.0,1.0,1.0,1.0,1.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,0,0,0,0,0,1,0,0,1
2018-01-30 13:00:00,0.10000000000000009,0.10000000000000009,0.04545454545454549,1.0,1.0,1.0,1.0,1.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,0,0,0,0,0,1,0,0,1
2018-01-30 13:00:00,-0.24,0.24,-0.08633093525179855,1.0,-1.0,-1.0,2.0,1.0,780,2.0,134.783,135.123,134.711,135.105,8770.0,13.0,60.0,0.24,-0.062,-0.111,135.205,134.332,89.8,76.26,27.9,26.86,21.53,48.95,135.278,61.31,0.157,0,0,0,0,1,0,0,0,1
2018-01-31 13:00:00,0.09999999999999964,0.09999999999999964,0.01041666666666663,1.0,-1.0,-1.0,2.0,2.0,780,3.0,135.413,135.486,135.398,135.469,6741.0,13.0,69.67,0.181,0.132,0.101,135.488,134.741,86.38,77.28,24.42,22.22,8.28,59.91,135.189,64.99,0.112,0,0,1,0,0,0,0,0,1
2018-01-31 13:00:00,0.09999999999999998,0.09999999999999998,0.05263157894736841,1.0,1.0,1.0,1.0,2.0,780,3.0,135.413,135.486,135.398,135.469,6741.0,13.0,69.67,0.181,0.132,0.101,135.488,134.741,86.38,77.28,24.42,22.22,8.28,59.91,135.189,64.99,0.112,0,1,0,0,0,0,0,0,1
2018-01-31 13:00:00,0.10000000000000009,0.10000000000000009,0.04545454545454549,1.0,1.0,1.0,1.0,3.0,780,3.0,135.413,135.486,135.398,135.469,6741.0,13.0,69.67,0.181,0.132,0.101,135.488,134.741,86.38,77.28,24.42,22.22,8.28,59.91,135.189,64.99,0.112,0,1,0,0,0,0,0,0,1
2018-02-01 12:00:00,-0.6000000000000014,0.6000000000000014,-0.009803921568627473,1.0,-1.0,-1.0,2.0,2.0,720,4.0,136.446,136.511,136.293,136.311,8578.0,12.0,68.48,0.2,0.221,0.16,136.322,135.272,82.32,80.84,44.15,30.06,5.26,62.3,135.209,82.52,0.136,1,0,0,0,0,0,0,0,1
2018-02-02 13:00:00,0.1,0.1,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,780,5.0,137.233,137.356,137.193,137.228,7795.0,13.0,67.97,0.201,0.276,0.287,137.339,136.575,59.53,58.09,55.67,26.85,5.12,72.48,135.729,63.52,0.133,0,1,0,0,0,0,0,0,1
2018-02-02 13:00:00,-1.0,1.0,-0.23809523809523808,1.0,-1.0,-1.0,2.0,1.0,780,5.0,137.233,137.356,137.193,137.228,7795.0,13.0,67.97,0.201,0.276,0.287,137.339,136.575,59.53,58.09,55.67,26.85,5.12,72.48,135.729,63.52,0.133,0,1,0,0,0,0,0,0,1
2018-02-05 12:00:00,0.09999999999999432,0.09999999999999432,0.0016750418760468058,1.0,1.0,1.0,1.0,2.0,720,1.0,136.926,137.01,136.874,136.894,7619.0,12.0,46.91,0.214,-0.024,0.008,137.456,136.65,55.14,42.36,29.11,11.71,20.57,54.88,136.275,52.47,0.139,1,0,0,0,0,0,0,0,1
2018-02-05 12:00:00,0.7999999999999972,0.7999999999999972,0.013745704467353903,1.0,1.0,1.0,1.0,2.0,720,1.0,136.926,137.01,136.874,136.894,7619.0,12.0,46.91,0.214,-0.024,0.008,137.456,136.65,55.14,42.36,29.11,11.71,20.57,54.88,136.275,52.47,0.139,1,0,0,0,0,0,0,0,1
2018-02-05 13:00:00,-0.30000000000000004,0.30000000000000004,-0.16666666666666669,1.0,-1.0,-1.0,2.0,1.0,780,1.0,136.895,136.902,136.565,136.62,9291.0,13.0,37.49,0.228,-0.048,-0.002,137.452,136.589,46.07,46.3,31.83,10.15,30.05,54.88,136.275,48.56,0.127,0,0,0,0,0,0,1,0,1
2018-02-05 13:00:00,0.2999999999999998,0.2999999999999998,0.11538461538461531,1.0,1.0,1.0,1.0,1.0,780,1.0,136.895,136.902,136.565,136.62,9291.0,13.0,37.49,0.228,-0.048,-0.002,137.452,136.589,46.07,46.3,31.83,10.15,30.05,54.88,136.275,48.56,0.127,0,0,0,0,0,0,1,0,1
2018-02-14 13:00:00,0.10000000000000009,0.10000000000000009,0.0277777777777778,1.0,1.0,1.0,1.0,2.0,780,3.0,132.713,132.778,132.526,132.536,6553.0,13.0,38.98,0.241,-0.12,-0.117,133.353,132.406,27.17,52.74,18.25,14.08,21.45,33.66,133.143,45.2,0.108,1,0,0,0,0,0,0,0,1
2018-02-14 13:00:00,0.4,0.4,0.4,1.0,1.0,1.0,1.0,2.0,780,3.0,132.713,132.778,132.526,132.536,6553.0,13.0,38.98,0.241,-0.12,-0.117,133.353,132.406,27.17,52.74,18.25,14.08,21.45,33.66,133.143,45.2,0.108,1,0,0,0,0,0,0,0,1
2018-02-14 13:00:00,2.0,2.0,0.47619047619047616,1.0,1.0,1.0,1.0,1.0,780,3.0,132.713,132.778,132.526,132.536,6553.0,13.0,38.98,0.241,-0.12,-0.117,133.353,132.406,27.17,52.74,18.25,14.08,21.45,33.66,133.143,45.2,0.108,1,0,0,0,0,0,0,0,1
2018-02-15 13:00:00,-4.800000000000001,4.800000000000001,-0.15384615384615388,1.0,-1.0,-1.0,2.0,2.0,780,4.0,133.007,133.112,132.95,133.069,8698.0,13.0,55.92,0.275,0.031,0.008,133.289,132.577,78.77,72.39,15.72,25.49,15.92,45.59,133.011,60.97,0.128,0,0,0,0,0,0,0,1,1
2018-02-15 13:00:00,2.6999999999999993,2.6999999999999993,0.12217194570135742,1.0,1.0,1.0,1.0,2.0,780,4.0,133.007,133.112,132.95,133.069,8698.0,13.0,55.92,0.275,0.031,0.008,133.289,132.577,78.77,72.39,15.72,25.49,15.92,45.59,133.011,60.97,0.128,0,0,0,0,0,0,0,1,1
2018-02-19 13:00:00,0.7999999999999999,0.7999999999999999,0.47058823529411764,1.0,1.0,1.0,1.0,1.0,780,1.0,132.336,132.34,132.218,132.301,6024.0,13.0,52.58,0.171,-0.032,-0.106,132.382,131.744,85.42,82.16,34.33,17.72,12.51,39.9,132.613,52.54,0.089,1,0,0,0,0,0,0,0,1
2018-02-19 13:00:00,-2.2,2.2,-0.5945945945945946,1.0,-1.0,-1.0,2.0,1.0,780,1.0,132.336,132.34,132.218,132.301,6024.0,13.0,52.58,0.171,-0.032,-0.106,132.382,131.744,85.42,82.16,34.33,17.72,12.51,39.9,132.613,52.54,0.089,1,0,0,0,0,0,0,0,1
2018-02-20 13:00:00,-1.1999999999999993,1.1999999999999993,-0.03809523809523807,1.0,-1.0,-1.0,2.0,2.0,780,2.0,132.228,132.246,132.114,132.194,8847.0,13.0,46.95,0.159,0.011,0.021,132.403,132.132,31.58,44.83,24.8,14.94,20.61,44.49,132.491,40.45,0.114,0,0,0,0,0,1,0,0,1
2018-02-20 18:00:00,-1.2999999999999998,1.2999999999999998,-0.5416666666666666,1.0,-1.0,-1.0,2.0,1.0,1080,2.0,132.181,132.43,132.149,132.407,12367.0,18.0,56.47,0.172,0.017,0.016,132.428,132.143,56.16,50.94,19.56,21.31,14.0,47.48,132.469,52.48,0.11,0,0,0,0,0,1,0,0,1
2018-02-21 12:00:00,-1.1999999999999957,1.1999999999999957,-0.020373514431239317,1.0,-1.0,-1.0,2.0,2.0,720,3.0,132.569,132.615,132.344,132.374,8534.0,12.0,44.4,0.203,0.075,0.131,133.023,132.1,19.7,20.03,27.29,15.03,21.78,47.22,132.399,44.01,0.122,1,0,0,0,0,0,0,0,1
2018-02-21 12:00:00,-1.5,1.5,-0.025,1.0,-1.0,-1.0,2.0,2.0,720,3.0,132.569,132.615,132.344,132.374,8534.0,12.0,44.4,0.203,0.075,0.131,133.023,132.1,19.7,20.03,27.29,15.03,21.78,47.22,132.399,44.01,0.122,1,0,0,0,0,0,0,0,1
2018-02-21 12:00:00,-1.2000000000000028,1.2000000000000028,-0.01976935749588143,1.0,-1.0,-1.0,2.0,2.0,720,3.0,132.569,132.615,132.344,132.374,8534.0,12.0,44.4,0.203,0.075,0.131,133.023,132.1,19.7,20.03,27.29,15.03,21.78,47.22,132.399,44.01,0.122,1,0,0,0,0,0,0,0,1
2018-02-23 13:00:00,-1.4,1.4,-1.0769230769230769,1.0,-1.0,-1.0,2.0,1.0,780,5.0,131.487,131.515,131.363,131.437,8882.0,13.0,37.53,0.152,-0.098,-0.102,131.799,131.412,40.79,47.83,15.91,14.33,25.57,34.19,132.113,34.18,0.102,0,1,0,0,0,0,0,0,1
2018-02-23 13:00:00,0.09999999999999998,0.09999999999999998,0.04999999999999999,1.0,1.0,1.0,1.0,2.0,780,5.0,131.487,131.515,131.363,131.437,8882.0,13.0,37.53,0.152,-0.098,-0.102,131.799,131.412,40.79,47.83,15.91,14.33,25.57,34.19,132.113,34.18,0.102,0,1,0,0,0,0,0,0,1
2018-02-23 13:00:00,0.09999999999999998,0.09999999999999998,0.05263157894736841,1.0,1.0,1.0,1.0,2.0,780,5.0,131.487,131.515,131.363,131.437,8882.0,13.0,37.53,0.152,-0.098,-0.102,131.799,131.412,40.79,47.83,15.91,14.33,25.57,34.19,132.113,34.18,0.102,0,1,0,0,0,0,0,0,1
2018-02-23 13:00:00,-0.4,0.4,-0.26666666666666666,1.0,-1.0,-1.0,2.0,1.0,780,5.0,131.487,131.515,131.363,131.437,8882.0,13.0,37.53,0.152,-0.098,-0.102,131.799,131.412,40.79,47.83,15.91,14.33,25.57,34.19,132.113,34.18,0.102,0,1,0,0,0,0,0,0,1
2018-02-23 13:00:00,-0.30000000000000004,0.30000000000000004,-0.12000000000000002,1.0,-1.0,-1.0,2.0,1.0,780,5.0,131.487,131.515,131.363,131.437,8882.0,13.0,37.53,0.152,-0.098,-0.102,131.799,131.412,40.79,47.83,15.91,14.33,25.57,34.19,132.113,34.18,0.102,0,1,0,0,0,0,0,0,1
2018-02-27 13:00:00,-0.3999999999999986,0.3999999999999986,-0.02116402116402109,1.0,-1.0,-1.0,2.0,1.0,780,2.0,131.925,131.979,131.685,131.747,8242.0,13.0,50.04,0.194,0.099,0.109,132.097,131.496,42.59,59.62,17.95,17.45,25.39,46.26,131.682,41.4,0.116,0,0,0,0,0,1,0,0,1
2018-02-27 13:00:00,-0.6000000000000085,0.6000000000000085,-0.005185825410544585,1.0,-1.0,-1.0,2.0,2.0,780,2.0,131.925,131.979,131.685,131.747,8242.0,13.0,50.04,0.194,0.099,0.109,132.097,131.496,42.59,59.62,17.95,17.45,25.39,46.26,131.682,41.4,0.116,0,0,0,0,0,1,0,0,1
2018-02-27 13:00:00,-0.9000000000000004,0.9000000000000004,-0.09090909090909094,1.0,-1.0,-1.0,2.0,1.0,780,2.0,131.925,131.979,131.685,131.747,8242.0,13.0,50.04,0.194,0.099,0.109,132.097,131.496,42.59,59.62,17.95,17.45,25.39,46.26,131.682,41.4,0.116,0,0,0,0,0,1,0,0,1
2018-02-27 13:00:00,-0.30000000000000004,0.30000000000000004,-0.21428571428571433,1.0,-1.0,-1.0,2.0,1.0,780,2.0,131.925,131.979,131.685,131.747,8242.0,13.0,50.04,0.194,0.099,0.109,132.097,131.496,42.59,59.62,17.95,17.45,25.39,46.26,131.682,41.4,0.116,0,0,0,0,0,1,0,0,1
2018-02-27 13:00:00,-0.25,0.25,-0.09157509157509157,1.0,-1.0,-1.0,2.0,1.0,780,2.0,131.925,131.979,131.685,131.747,8242.0,13.0,50.04,0.194,0.099,0.109,132.097,131.496,42.59,59.62,17.95,17.45,25.39,46.26,131.682,41.4,0.116,0,0,0,0,1,0,0,0,1
2018-02-28 13:00:00,0.09999999999999998,0.09999999999999998,0.05263157894736841,1.0,1.0,1.0,1.0,2.0,780,3.0,130.879,130.961,130.829,130.863,8861.0,13.0,31.62,0.184,-0.199,-0.187,131.606,130.677,36.76,34.42,52.19,9.02,20.03,34.44,131.439,45.67,0.107,0,1,0,0,0,0,0,0,1
2018-02-28 13:00:00,-0.10000000000000009,0.10000000000000009,-0.04347826086956526,1.0,-1.0,-1.0,2.0,3.0,780,3.0,130.879,130.961,130.829,130.863,8861.0,13.0,31.62,0.184,-0.199,-0.187,131.606,130.677,36.76,34.42,52.19,9.02,20.03,34.44,131.439,45.67,0.107,0,1,0,0,0,0,0,0,1
2018-03-01 12:00:00,-0.5,0.5,-0.008319467554076539,1.0,-1.0,-1.0,2.0,2.0,720,4.0,130.046,130.215,130.012,130.119,8998.0,12.0,37.09,0.189,-0.172,-0.224,130.363,129.958,22.1,38.89,33.52,14.35,21.51,36.0,131.087,46.71,0.13,1,0,0,0,0,0,0,0,1
2018-03-01 13:00:00,0.09999999999999964,0.09999999999999964,0.010526315789473648,1.0,-1.0,-1.0,2.0,2.0,780,4.0,130.118,130.137,129.94,129.978,8059.0,13.0,32.51,0.192,-0.176,-0.209,130.369,129.934,14.48,23.0,33.16,12.43,23.51,36.0,131.087,45.33,0.117,0,0,1,0,0,0,0,0,1
2018-03-02 13:00:00,0.30000000000000004,0.30000000000000004,0.27272727272727276,1.0,1.0,1.0,1.0,1.0,780,5.0,129.709,129.823,129.657,129.713,14847.0,13.0,39.36,0.238,-0.152,-0.098,130.623,129.54,37.49,27.77,18.75,12.51,21.99,29.87,130.766,41.2,0.139,0,1,0,0,0,0,0,0,1
2018-03-02 13:00:00,0.10000000000000009,0.10000000000000009,0.041666666666666706,1.0,1.0,1.0,1.0,1.0,780,5.0,129.709,129.823,129.657,129.713,14847.0,13.0,39.36,0.238,-0.152,-0.098,130.623,129.54,37.49,27.77,18.75,12.51,21.99,29.87,130.766,41.2,0.139,0,1,0,0,0,0,0,0,1
2018-03-05 12:00:00,-1.1999999999999957,1.1999999999999957,-0.020547945205479378,1.0,-1.0,-1.0,2.0,2.0,720,1.0,130.095,130.264,129.955,130.034,10469.0,12.0,50.76,0.34,-0.026,-0.021,130.425,129.636,83.32,63.55,25.66,15.1,18.5,39.66,130.339,60.52,0.181,1,0,0,0,0,0,0,0,1
2018-03-05 12:00:00,-0.7999999999999972,0.7999999999999972,-0.013582342954159544,1.0,-1.0,-1.0,2.0,2.0,720,1.0,130.095,130.264,129.955,130.034,10469.0,12.0,50.76,0.34,-0.026,-0.021,130.425,129.636,83.32,63.55,25.66,15.1,18.5,39.66,130.339,60.52,0.181,1,0,0,0,0,0,0,0,1
2018-03-05 13:00:00,-0.4,0.4,-0.3076923076923077,1.0,-1.0,-1.0,2.0,1.0,780,1.0,130.033,130.049,129.821,129.981,9592.0,13.0,49.51,0.341,-0.023,-0.024,130.422,129.655,77.53,75.06,26.13,13.09,23.87,39.66,130.339,49.54,0.176,0,0,0,0,0,0,1,0,1
2018-03-05 13:00:00,0.09999999999999964,0.09999999999999964,0.03124999999999989,1.0,1.0,1.0,1.0,1.0,780,1.0,130.033,130.049,129.821,129.981,9592.0,13.0,49.51,0.341,-0.023,-0.024,130.422,129.655,77.53,75.06,26.13,13.09,23.87,39.66,130.339,49.54,0.176,0,0,0,0,0,0,1,0,1
2018-03-14 13:00:00,-0.2,0.2,-0.13333333333333333,1.0,-1.0,-1.0,2.0,1.0,780,3.0,131.775,131.815,131.695,131.785,8037.0,13.0,42.52,0.173,0.007,0.074,132.277,131.758,16.17,17.09,23.53,9.53,19.12,50.33,131.512,34.0,0.119,0,0,1,0,0,0,0,0,1
2018-03-14 13:00:00,-1.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,780,3.0,131.775,131.815,131.695,131.785,8037.0,13.0,42.52,0.173,0.007,0.074,132.277,131.758,16.17,17.09,23.53,9.53,19.12,50.33,131.512,34.0,0.119,1,0,0,0,0,0,0,0,1
